msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
12be5124-a1e3-4a46-95da-a32b7101235b,chat:u_barbara_u_naama,14,u_barbara,u_naama,2019-11-25 20:44:21,Probably no one can,I know
566f37bb-0d04-499a-8ebb-86182ea47b91,chat:u_barbara_u_naama,15,u_naama,u_barbara,2019-11-25 21:16:32,I know,"Hi guys, is there anyone who can come for my shift today? I will return the favor during the week/next week. I received an urgent referral to the hospital and definitely won't be able to finish before the shift starts
Hi Naama, maybe you can? (And yes I did, I just did the business from the group :)"
cc7cf8e4-031d-4f79-b2cc-c6416f92cc40,chat:u_barbara_u_naama,16,u_barbara,u_naama,2019-12-04 13:39:38,"Hi guys, is there anyone who can come for my shift today? I will return the favor during the week/next week. I received an urgent referral to the hospital and definitely won't be able to finish before the shift starts
Hi Naama, maybe you can? (And yes I did, I just did the business from the group :)","hahahahahah
One second, I'm checking"
f05c1be7-6e8c-441a-be9f-3324045783c3,chat:u_barbara_u_naama,17,u_naama,u_barbara,2019-12-04 13:46:20,"hahahahahah
One second, I'm checking","If you need a ride, I'll take you
I have no problem with that
I just have to do this today"
af05042f-8e87-41cd-9079-f045aaa01f42,chat:u_barbara_u_naama,18,u_barbara,u_naama,2019-12-04 13:46:34,"If you need a ride, I'll take you
I have no problem with that
I just have to do this today",From Nahariya??!
1bd92946-52fa-4fec-89e1-5fc6700c6db2,chat:u_barbara_u_naama,19,u_naama,u_barbara,2019-12-04 13:48:51,From Nahariya??!,Yes
93a0ffe7-2252-4d10-8cd0-f6ab5a7e8ccc,chat:u_barbara_u_naama,20,u_barbara,u_naama,2019-12-04 13:49:02,Yes,"Okay, let's go
I'll switch with you"
f945f336-949d-4030-b3d8-b94757279ade,chat:u_barbara_u_naama,21,u_naama,u_barbara,2019-12-04 13:49:23,"Okay, let's go
I'll switch with you","Okay, I'll send a message to Shirel"
167f854f-7af4-4997-93e5-f99cd9f6009b,chat:u_barbara_u_naama,22,u_barbara,u_naama,2019-12-04 13:49:34,"Okay, I'll send a message to Shirel",But unfortunately I really need a ride because I won't make the public transport
c4277113-fc6d-47e5-ad31-20697b40201f,chat:u_barbara_u_naama,23,u_naama,u_barbara,2019-12-04 13:49:39,But unfortunately I really need a ride because I won't make the public transport,"That's not a problem for me, it's a 20 minute drive for me one way
In the meantime, I'll also have time to eat and change clothes lol"
1458459a-227d-4ba3-b3e7-cba771757b71,chat:u_barbara_u_naama,24,u_barbara,u_naama,2019-12-04 13:50:09,"That's not a problem for me, it's a 20 minute drive for me one way
In the meantime, I'll also have time to eat and change clothes lol","I'm changing too
I don't mind being late either
So don't worry"
4edae4e9-571c-4c96-9b19-df9271bd2db1,chat:u_barbara_u_naama,25,u_naama,u_barbara,2019-12-04 13:50:49,"I'm changing too
I don't mind being late either
So don't worry",Yeah and then I'm the one who's blamed lol
baf257f4-45c8-4a7a-bdf3-da76e70f2625,chat:u_barbara_u_naama,26,u_barbara,u_naama,2019-12-04 14:08:51,Yeah and then I'm the one who's blamed lol,"Why would you be blamed
I'm always late for the middle shift
I don't have public transport on time
The Iris 15 is the address
You're with me on Tuesday, right???
OMG Barbara what is that new pictureee
It's perfect"
2e401733-0383-48cb-bf98-7a338f9178b4,chat:u_barbara_u_naama,27,u_naama,u_barbara,2019-12-04 14:19:30,"Why would you be blamed
I'm always late for the middle shift
I don't have public transport on time
The Iris 15 is the address
You're with me on Tuesday, right???
OMG Barbara what is that new pictureee
It's perfect","No, I'm not
And don't ask why and what
I've been angry about it all day"
cc27810e-4d6b-4f82-9d31-67a140d83f2c,chat:u_barbara_u_naama,28,u_barbara,u_naama,2019-12-29 20:36:30,"No, I'm not
And don't ask why and what
I've been angry about it all day","I don't understand
I'm there alone?
Why
Based on what"
0b1038eb-d73b-450c-a1bf-bc484cb89244,chat:u_barbara_u_naama,29,u_naama,u_barbara,2019-12-29 20:46:17,"I don't understand
I'm there alone?
Why
Based on what","Do you think they'll let you be there alone?
On New Year's Eve?
Based on the fact that it's the only holiday we celebrate as a family since I made Aliyah. Based on the fact that I told her two weeks ago I wouldn't be here on that date."
1509c830-b5b0-49fe-9603-ec5c28d8fe70,chat:u_barbara_u_naama,30,u_barbara,u_naama,2019-12-29 21:36:22,"Do you think they'll let you be there alone?
On New Year's Eve?
Based on the fact that it's the only holiday we celebrate as a family since I made Aliyah. Based on the fact that I told her two weeks ago I wouldn't be here on that date.","Oh, oops, I was afraid you wanted to work and they got you stuck
What a bummer
Of course you should stay with the family"
a8e2594a-511a-47e9-9ebf-8872e643cf08,chat:u_barbara_u_naama,31,u_naama,u_barbara,2019-12-29 22:22:13,"Oh, oops, I was afraid you wanted to work and they got you stuck
What a bummer
Of course you should stay with the family",Oh no
91bc7f18-03e1-42c1-8711-133a8e016466,chat:u_barbara_u_naama,32,u_barbara,u_naama,2019-12-29 22:22:30,Oh no,It's Novy God
482e9d0a-582e-46aa-a0a4-e0ac84b3a737,chat:u_barbara_u_naama,33,u_naama,u_barbara,2019-12-29 22:22:32,It's Novy God,Right
9eb30198-5777-40e8-84e6-329f55297eb6,chat:u_barbara_u_naama,34,u_barbara,u_naama,2019-12-29 22:22:35,Right,"Great, I'm happy that you're celebrating as you should"
28a65864-7d26-4919-95ea-dc595d4f0f3d,chat:u_barbara_u_naama,35,u_naama,u_barbara,2019-12-29 22:33:21,"Great, I'm happy that you're celebrating as you should","Naama, tell me, did you open up the whole week for Shirel or are you busy?"
e0143297-8744-4aea-a9da-be3bab88d2a1,chat:u_barbara_u_naama,36,u_barbara,u_naama,2020-01-05 17:42:13,"Naama, tell me, did you open up the whole week for Shirel or are you busy?","Why are you asking?
I didn't open everything for her"
52d8e731-ef98-4732-814f-867754ced526,chat:u_barbara_u_naama,37,u_naama,u_barbara,2020-01-05 17:42:44,"Why are you asking?
I didn't open everything for her","Just curious lol
They gave me 5 shifts this week
which is good"
21378cc0-453d-4258-b028-59c9fba38cfc,chat:u_barbara_u_naama,38,u_barbara,u_naama,2020-01-05 17:42:54,"Just curious lol
They gave me 5 shifts this week
which is good",But they really annoyed me
ba50aa85-1c29-4919-ae9b-85d4e6fba022,chat:u_barbara_u_naama,39,u_naama,u_barbara,2020-01-05 17:43:04,But they really annoyed me,"That's money I really need
Why?"
1d70d76d-f1d6-4be7-b0bf-835810676fd9,chat:u_barbara_u_naama,40,u_barbara,u_naama,2020-01-05 17:43:08,"That's money I really need
Why?","Well, great"
50c689f8-4db2-4d69-ad74-8beb3bf7820a,chat:u_barbara_u_naama,41,u_naama,u_barbara,2020-01-05 17:43:14,"Well, great","With the message she sent
?"
444037a2-ccff-4d13-8754-c91ad79de247,chat:u_barbara_u_naama,42,u_barbara,u_naama,2020-01-05 17:43:15,"With the message she sent
?","What's up with that thing
Yes"
9eaa1970-9210-4319-ab61-816ee7486ad2,chat:u_barbara_u_naama,43,u_naama,u_barbara,2020-01-05 17:43:19,"What's up with that thing
Yes","Yeah, that's really lame
I haven't seen anything like that anywhere yet"
02147a3e-5ade-43ec-ab03-f9b0fdf656ad,chat:u_barbara_u_naama,44,u_barbara,u_naama,2020-01-05 17:43:26,"Yeah, that's really lame
I haven't seen anything like that anywhere yet","Just stupid
Me neither
It feels really childish to me
They probably got mad that they gave conditions"
91409eda-17cc-4b90-94cf-d89bb2f64285,chat:u_barbara_u_naama,45,u_naama,u_barbara,2020-01-05 17:43:39,"Just stupid
Me neither
It feels really childish to me
They probably got mad that they gave conditions",‎audio omitted
e5ae1e73-2f8a-45ba-b208-530a75715136,chat:u_barbara_u_naama,46,u_barbara,u_naama,2020-01-05 17:44:03,‎audio omitted,"Yeah I'm really shocked
‎audio omitted"
4a1c665e-4806-4577-81e9-332d9194d17f,chat:u_barbara_u_naama,47,u_naama,u_barbara,2020-01-05 17:44:28,"Yeah I'm really shocked
‎audio omitted",‎audio omitted
05dabc40-45b6-4fad-8979-29e07751673f,chat:u_barbara_u_naama,48,u_barbara,u_naama,2020-01-05 17:47:11,‎audio omitted,"‎audio omitted
We just left nowww
Just nowww
That couple
Sat until ten minutes agooo
Just like that!!!!!!"
767adeb6-9909-4cfa-9553-a295ae538fe1,chat:u_barbara_u_naama,49,u_naama,u_barbara,2020-01-05 18:11:30,"‎audio omitted
We just left nowww
Just nowww
That couple
Sat until ten minutes agooo
Just like that!!!!!!",Wtf
e23f784c-b4e7-4dbc-8174-1033b4ff91a2,chat:u_barbara_u_naama,50,u_barbara,u_naama,2020-01-06 22:46:01,Wtf,Everything was already closed
fb45084d-3e75-40b8-a55c-a45a617ef19c,chat:u_barbara_u_naama,51,u_naama,u_barbara,2020-01-06 22:46:07,Everything was already closed,Pizdets
e5e79f7d-7339-4fd8-917f-e32bbde2b174,chat:u_barbara_u_naama,52,u_barbara,u_naama,2020-01-06 22:46:07,Pizdets,"Everything
We waited for them
Wow may their name be erased"
a7060c94-1a07-4182-8444-f34a012aa8c5,chat:u_barbara_u_naama,53,u_naama,u_barbara,2020-01-06 22:46:08,"Everything
We waited for them
Wow may their name be erased",People have no shame
669081f1-295a-4ee7-909c-49ee9e332fc9,chat:u_barbara_u_naama,54,u_barbara,u_naama,2020-01-06 22:46:20,People have no shame,Lucky you left
da18bb5c-60bb-4ceb-99eb-f08d9206ddbd,chat:u_barbara_u_naama,55,u_naama,u_barbara,2020-01-06 22:46:22,Lucky you left,Truly lucky
a3cafcb0-9570-4cbb-bc3a-6440884dcd75,chat:u_barbara_u_naama,56,u_barbara,u_naama,2020-01-06 22:46:27,Truly lucky,"No kidding
You would have gone crazy"
1f3fdbc7-eafe-478d-b921-e312a7525d34,chat:u_barbara_u_naama,57,u_naama,u_barbara,2020-01-06 22:46:28,"No kidding
You would have gone crazy","‎audio omitted
How well you know me hahahahahaha"
11affd8a-78be-4966-9708-1056a14337f3,chat:u_barbara_u_naama,58,u_barbara,u_naama,2020-01-06 22:46:54,"‎audio omitted
How well you know me hahahahahaha","Shock
You studied for him and he doesn't know anything at all???"
318b478c-fc7a-4250-9a36-796f9eefb9f3,chat:u_barbara_u_naama,59,u_naama,u_barbara,2020-01-06 22:47:37,"Shock
You studied for him and he doesn't know anything at all???",How did Noam react to them just sitting there like that?
8cd16c95-3e9a-4cdd-9e4b-f7681d1b78ce,chat:u_barbara_u_naama,60,u_barbara,u_naama,2020-01-06 22:47:55,How did Noam react to them just sitting there like that?,He already cut out to watch the game
2694a3d6-0e01-4e3a-9c9d-699ac638e1da,chat:u_barbara_u_naama,61,u_naama,u_barbara,2020-01-06 22:48:08,He already cut out to watch the game,"He knows. He just probably didn't review the material at all
hahahahahahahahaha
Wait, how did you get home??????"
3d26fbdf-285c-46ad-8261-557e5b016b21,chat:u_barbara_u_naama,62,u_barbara,u_naama,2020-01-06 22:48:10,"He knows. He just probably didn't review the material at all
hahahahahahahahaha
Wait, how did you get home??????",🤦🏻‍♀🤦🏻‍♀🤦🏻‍♀
ea3e70fa-60e1-4b16-9f1f-773cb3eb434e,chat:u_barbara_u_naama,63,u_naama,u_barbara,2020-01-06 22:48:32,🤦🏻‍♀🤦🏻‍♀🤦🏻‍♀,And who were you sitting with there?
6caa9cc6-9b7e-4ee6-8847-2b3d4959499a,chat:u_barbara_u_naama,64,u_barbara,u_naama,2020-01-06 22:48:36,And who were you sitting with there?,We just got into a taxi
687b6652-bef9-4d13-adb5-43a90d4414c0,chat:u_barbara_u_naama,65,u_naama,u_barbara,2020-01-06 22:48:40,We just got into a taxi,Who did you wait with for them to leave?
fbac9dfd-a289-4fd0-aef0-2568ce59d42e,chat:u_barbara_u_naama,66,u_barbara,u_naama,2020-01-06 22:48:44,Who did you wait with for them to leave?,He just watched in some place near Marketo
026df0ce-61eb-482d-b54e-841600b35c61,chat:u_barbara_u_naama,67,u_naama,u_barbara,2020-01-06 22:48:52,He just watched in some place near Marketo,"Ahhhh
hahahahahahahahahaha
Pee lol
Next time take a book, treat yourself to a cocktail
A chill evening
lol"
edc366cb-0853-4e0f-856c-73034bf72ce4,chat:u_barbara_u_naama,68,u_barbara,u_naama,2020-01-06 22:48:57,"Ahhhh
hahahahahahahahahaha
Pee lol
Next time take a book, treat yourself to a cocktail
A chill evening
lol","You know how much wine I've already drunk
Seriously
How much can one have
Without some pizza next to it
Fries
Popcorn
Something to snack on
Tell me why I'm even coming
Probably no people
Bubbi did you end up working yesterday?"
57e43edc-6a45-4867-a1a5-20e60fe6878c,chat:u_barbara_u_naama,69,u_naama,u_barbara,2020-01-06 22:50:08,"You know how much wine I've already drunk
Seriously
How much can one have
Without some pizza next to it
Fries
Popcorn
Something to snack on
Tell me why I'm even coming
Probably no people
Bubbi did you end up working yesterday?","Yes 🤮
100 shekels
There wasn't a single person"
95c86be2-1123-4a8d-b819-ac02bd46a77f,chat:u_barbara_u_naama,70,u_barbara,u_naama,2020-01-09 18:09:11,"Yes 🤮
100 shekels
There wasn't a single person",Until what time??
fc8cfe4b-e5fc-4689-8b8f-93b52375cb49,chat:u_barbara_u_naama,71,u_naama,u_barbara,2020-01-09 18:16:26,Until what time??,20:30 we finished closing
00d07b17-4043-4d7d-954e-e7a48924af90,chat:u_barbara_u_naama,72,u_barbara,u_naama,2020-01-09 19:45:55,20:30 we finished closing,"Barbarba
I forgot to talk to you
Sorry 🖤
I picked up my mom from the airport"
077eaa3e-54d9-40e1-8dd3-9200071c7604,chat:u_barbara_u_naama,73,u_naama,u_barbara,2020-01-12 22:56:53,"Barbarba
I forgot to talk to you
Sorry 🖤
I picked up my mom from the airport","You won't believe I just dreamed about it
Naamaaaa
Do you want to hang out with me? Now?
Wait, let's start with if you're free? lol"
e7f63052-ee18-41c8-a5a2-efd2ff43795f,chat:u_barbara_u_naama,74,u_barbara,u_naama,2020-01-13 15:25:21,"You won't believe I just dreamed about it
Naamaaaa
Do you want to hang out with me? Now?
Wait, let's start with if you're free? lol","Bubbi
I'm just at Izze
With a friend
You're welcome to come if you want"
51e18e6b-89f5-4ee7-bb2b-e2f81114f406,chat:u_barbara_u_naama,75,u_naama,u_barbara,2020-01-16 21:39:06,"Bubbi
I'm just at Izze
With a friend
You're welcome to come if you want","Oh okay
How long will you sit there?"
4175c9e8-a0d1-441d-bb80-3e239dd92091,chat:u_barbara_u_naama,76,u_barbara,u_naama,2020-01-16 21:39:29,"Oh okay
How long will you sit there?","Um, I don't know
Probably until we get tired"
c5e02062-862f-44af-b514-ff6ce817ef1d,chat:u_barbara_u_naama,77,u_naama,u_barbara,2020-01-16 21:42:13,"Um, I don't know
Probably until we get tired",When does that usually happen? hahahaha
bbf3bc67-38f3-40d5-9b17-ab51ebb218fe,chat:u_barbara_u_naama,78,u_barbara,u_naama,2020-01-16 21:42:30,When does that usually happen? hahahaha,"Wow, I wish we could go out together"
7244a867-2d2e-4e92-a03c-368ac25ece69,chat:u_barbara_u_naama,79,u_naama,u_barbara,2020-01-16 21:42:33,"Wow, I wish we could go out together","Okay, I'll get ready for half an hour and leave"
6096c4f2-8611-4cfe-b448-0d5dbbf8301c,chat:u_barbara_u_naama,80,u_barbara,u_naama,2020-01-16 21:42:52,"Okay, I'll get ready for half an hour and leave",Um between 11 and 1
0fe98fb8-a13f-44dd-9faf-42f624fb3881,chat:u_barbara_u_naama,81,u_naama,u_barbara,2020-01-16 21:42:56,Um between 11 and 1,"Definitely? lol
Ahhh cool"
7b19a018-5bcc-4a0b-8116-b13d6ce8d657,chat:u_barbara_u_naama,82,u_barbara,u_naama,2020-01-16 21:43:00,"Definitely? lol
Ahhh cool",Yes.
c35a0552-fcce-40cc-813d-c80286079e47,chat:u_barbara_u_naama,83,u_naama,u_barbara,2020-01-16 21:43:07,Yes.,And a period at the end lollll
e0d8696f-68cc-44f7-977c-613951529e5b,chat:u_barbara_u_naama,84,u_barbara,u_naama,2020-01-16 21:43:13,And a period at the end lollll,hahahahaha
4bc41db2-8c58-4fe3-8140-3ca1f00573f5,chat:u_barbara_u_naama,85,u_naama,u_barbara,2020-01-16 21:43:20,hahahahaha,You're amazing lolllll
f9059b2d-2247-4fb8-942d-3a241b85b3ec,chat:u_barbara_u_naama,86,u_barbara,u_naama,2020-01-16 21:43:23,You're amazing lolllll,"The friend speaks English
Fair warning"
86c463d9-8a47-492b-9a66-34d97cc5b6c0,chat:u_barbara_u_naama,87,u_naama,u_barbara,2020-01-16 21:43:29,"The friend speaks English
Fair warning","I'll be there in half an hour
A real warning lolll"
6ddc8a59-e11d-493f-9d3b-0910e3461f6c,chat:u_barbara_u_naama,88,u_barbara,u_naama,2020-01-16 21:53:47,"I'll be there in half an hour
A real warning lolll",💕
60808c8e-4415-4784-b1a2-b5ccb19f9479,chat:u_barbara_u_naama,89,u_naama,u_barbara,2020-01-16 21:58:15,💕,"You know a new employee joined our team today
American
I spoke English all day today, damn it lollll"
595cbb38-49cf-49f9-aa80-76b99fa26236,chat:u_barbara_u_naama,90,u_barbara,u_naama,2020-01-16 21:58:41,"You know a new employee joined our team today
American
I spoke English all day today, damn it lollll","Aren't you working???
They took the spot next to usss
Zach?"
0463bdbf-e91b-4178-a45f-a2771cdc63b8,chat:u_barbara_u_naama,91,u_naama,u_barbara,2020-01-16 22:03:08,"Aren't you working???
They took the spot next to usss
Zach?",Yesnn
ec72db42-8268-4f72-b7c0-c2402e70aa4d,chat:u_barbara_u_naama,92,u_barbara,u_naama,2020-01-16 22:03:28,Yesnn,"Yes, I know"
41358456-ace5-4915-b4d5-149b0e856a64,chat:u_barbara_u_naama,93,u_naama,u_barbara,2020-01-16 22:03:30,"Yes, I know",I worked morning
78d230b9-84c0-4c41-90c5-75e91f99664b,chat:u_barbara_u_naama,94,u_barbara,u_naama,2020-01-16 22:03:33,I worked morning,"I understood
!!!!"
5af7cc08-8a8a-4753-b651-e97aefdafc75,chat:u_barbara_u_naama,95,u_naama,u_barbara,2020-01-16 22:03:44,"I understood
!!!!","Never mind lol
I'll take a chair
I'll save a spot at the table with just one drink"
7d687904-6c2c-48b1-a1d5-da5952054d9c,chat:u_barbara_u_naama,96,u_barbara,u_naama,2020-01-16 22:04:13,"Never mind lol
I'll take a chair
I'll save a spot at the table with just one drink","Great
Update me when you arrive
We are on the next
The bar"
00fb64a9-20d5-4ad6-a561-45d140c6f74e,chat:u_barbara_u_naama,97,u_naama,u_barbara,2020-01-16 22:06:12,"Great
Update me when you arrive
We are on the next
The bar","Noooo
No:(
Is there no space outside?"
0747feb4-b372-46d8-a5cc-fd123483c5ba,chat:u_barbara_u_naama,98,u_barbara,u_naama,2020-01-16 22:06:27,"Noooo
No:(
Is there no space outside?",Because it was supposed to rainnnn
6d1c6337-6eba-4511-bfd0-acaaa377a12a,chat:u_barbara_u_naama,99,u_naama,u_barbara,2020-01-16 22:06:41,Because it was supposed to rainnnn,"Or is it cold for you?
Oh"
8b06307d-26a0-42f4-ad68-a0a138ea10da,chat:u_barbara_u_naama,100,u_barbara,u_naama,2020-01-16 22:06:41,"Or is it cold for you?
Oh","I'm afraid of the rain
It's raining in Nahariya
And it's supposed to rain here too"
4990769a-d72e-4fbb-a03d-1917e66d61d0,chat:u_barbara_u_naama,101,u_naama,u_barbara,2020-01-16 22:06:52,"I'm afraid of the rain
It's raining in Nahariya
And it's supposed to rain here too",What is there to be afraid of?
a2118e8c-c74e-4d22-8353-8afc0dd7613d,chat:u_barbara_u_naama,102,u_barbara,u_naama,2020-01-16 22:07:05,What is there to be afraid of?,"We can hope the people next to us get up
hahahahaha"
41e5374f-2614-4c9f-b122-c2fb17b0c953,chat:u_barbara_u_naama,103,u_naama,u_barbara,2020-01-16 22:07:08,"We can hope the people next to us get up
hahahahaha",I'll ask nicely for them to move
4812f8b4-05fa-48b0-b13c-5f9f0d2ae36c,chat:u_barbara_u_naama,104,u_barbara,u_naama,2020-01-16 22:07:21,I'll ask nicely for them to move,Just in case we sit there and then it rains
c5c08208-be85-418f-86ea-5eea31a9d937,chat:u_barbara_u_naama,105,u_naama,u_barbara,2020-01-16 22:07:26,Just in case we sit there and then it rains,"Okay buddy, I assume you have traumas from what happened in Nahariya
*After"
8fa0deed-255a-491f-9d1a-1373d4f24202,chat:u_barbara_u_naama,106,u_barbara,u_naama,2020-01-16 22:07:33,"Okay buddy, I assume you have traumas from what happened in Nahariya
*After","Right
Totally"
2ffe9706-e953-46d2-8b77-0c3ffdf25538,chat:u_barbara_u_naama,107,u_naama,u_barbara,2020-01-16 22:12:04,"Right
Totally","‎You deleted this message.
‎You deleted this message.
Naama tell me the truth, after the embarrassing things I did on Thursday you won't want to go out with me, right? lol
Shame on me for being so weak
Apparently"
538c0319-48f9-4d6c-ad32-ee1fbf0f9991,chat:u_barbara_u_naama,108,u_barbara,u_naama,2020-01-16 23:34:02,"‎You deleted this message.
‎You deleted this message.
Naama tell me the truth, after the embarrassing things I did on Thursday you won't want to go out with me, right? lol
Shame on me for being so weak
Apparently","hahahahahahah
Why did you decide that
I had fun"
734df186-5906-4a88-86fb-b59465cae3a6,chat:u_barbara_u_naama,109,u_naama,u_barbara,2020-01-19 18:53:50,"hahahahahahah
Why did you decide that
I had fun","Really?????
Me too
But on the way back I was very afraid of falling into the bushes
🙃"
f53170b5-bc5e-40bc-a14e-fcfcb800433c,chat:u_barbara_u_naama,110,u_barbara,u_naama,2020-01-19 19:04:39,"Really?????
Me too
But on the way back I was very afraid of falling into the bushes
🙃","hahahahahah
Too bad you didn't fall and too bad I wasn't there to see it"
b188bc53-67ca-4a79-b448-d49dab5bbc93,chat:u_barbara_u_naama,111,u_naama,u_barbara,2020-01-19 19:05:37,"hahahahahah
Too bad you didn't fall and too bad I wasn't there to see it","hahahahahahahahaha
Listen, it actually happened once lolll
Too bad you weren't there
For your sake"
31c23f34-2e89-4cd0-b65e-b53b14a86a9d,chat:u_barbara_u_naama,112,u_barbara,u_naama,2020-01-19 19:05:53,"hahahahahahahahaha
Listen, it actually happened once lolll
Too bad you weren't there
For your sake","‎audio omitted
We're together todayyyy"
19d39b2a-1455-465c-b313-f7d408fda248,chat:u_barbara_u_naama,113,u_naama,u_barbara,2020-01-20 00:45:48,"‎audio omitted
We're together todayyyy","Whatwhatwhatwhat
I was sure I was with Shira
Shirel"
81487972-6ffe-4adf-a95b-07b2fcb8446f,chat:u_barbara_u_naama,114,u_barbara,u_naama,2020-01-20 11:32:41,"Whatwhatwhatwhat
I was sure I was with Shira
Shirel","No
I'm the middle shift
With you"
6d69da36-9cbb-4aa1-8ddf-a2642c1f2947,chat:u_barbara_u_naama,115,u_naama,u_barbara,2020-01-20 11:32:54,"No
I'm the middle shift
With you","Yes
Thank Godddd
❤️❤️❤️❤️"
73e4ad06-3ff5-4063-b3ef-0c78d642feab,chat:u_barbara_u_naama,116,u_barbara,u_naama,2020-01-20 11:33:04,"Yes
Thank Godddd
❤️❤️❤️❤️","Yes, that really encouraged me"
7d96c1c5-6797-4eb4-9f8e-deff9e58231d,chat:u_barbara_u_naama,117,u_naama,u_barbara,2020-01-20 11:33:14,"Yes, that really encouraged me","Really? lolll
Listen, my dream is to do all the shifts with you. Then time passes faster
And it's funny
And not boring"
74a18fae-22f6-40ce-8202-a9de0dd060b1,chat:u_barbara_u_naama,118,u_barbara,u_naama,2020-01-20 11:33:18,"Really? lolll
Listen, my dream is to do all the shifts with you. Then time passes faster
And it's funny
And not boring","Exactly
Unfortunately, we are only together today
The rest of the time is Shirel
You only have one shift?!??!?!??!"
a17361f3-2ec8-4265-a831-868bd6033b57,chat:u_barbara_u_naama,119,u_naama,u_barbara,2020-01-20 11:33:55,"Exactly
Unfortunately, we are only together today
The rest of the time is Shirel
You only have one shift?!??!?!??!","Hello
Yes, they don't give me as many shifts anymore"
f7e6f76f-2f76-4646-b999-1b4267c07fd5,chat:u_barbara_u_naama,120,u_barbara,u_naama,2020-01-20 11:34:51,"Hello
Yes, they don't give me as many shifts anymore",I'm in shock
93c291b8-b810-40fd-8f5d-ff2eeccbac00,chat:u_barbara_u_naama,121,u_naama,u_barbara,2020-01-20 11:35:05,I'm in shock,Whatever
93d31d2f-9df1-47fe-8d1d-5d47074246a9,chat:u_barbara_u_naama,122,u_barbara,u_naama,2020-01-20 11:35:10,Whatever,Why are you staying then
d2937c1a-9d3a-4d5f-bb47-210ac439bb07,chat:u_barbara_u_naama,123,u_naama,u_barbara,2020-01-20 11:35:10,Why are you staying then,"I don't know
We'll see
I'll first see what I'm doing with my future"
134cfead-aca4-482a-b954-77faf3b4b88e,chat:u_barbara_u_naama,124,u_barbara,u_naama,2020-01-20 11:35:14,"I don't know
We'll see
I'll first see what I'm doing with my future","Listen, there's a chance I might be entering a week-long project
If so, I expect you to take all my shifts"
